Domain,IMG Genome,Genome Type,Content in mer genes,merA_copies,merA comment,merA IMG gene ID 1,merA IMG gene ID 2,merA IMG gene ID 3,merA IMG gene ID 4,merA IMG gene ID 5,merA IMG gene ID 6,merA IMG gene ID 7,merA IMG gene ID 8,merB copies,merB-like copies,merB comment,merB IMG gene ID 1,merB IMG gene ID 2,merB IMG gene ID 3,merB IMG gene ID 4,merB IMG gene ID 5,merB IMG gene ID 6,merB IMG gene ID 7,merB IMG gene ID 8,merB IMG gene ID 9-12,Phylum,Class,Order,Family,Genus,Species,Genome Name / Sample Name,Genome Sequencing Status
Bacteria,2706794587,Genome Analysis (Isolate),merA only,1,,2707547412,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke469,Complete
Bacteria,2713896950,Genome Analysis (Isolate),merA only,1,,2714986078,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke470,Complete
Bacteria,2706794610,Genome Analysis (Isolate),merA only,1,,2707646499,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke472,Complete
Bacteria,2724679315,Genome Analysis (Isolate),merA only,1,,2726372045,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke475,Complete
Bacteria,2684622681,Genome Analysis (Isolate),merA only,1,,2685355330,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke476,Complete
Bacteria,2724679316,Genome Analysis (Isolate),merA only,1,,2726377061,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke477,Complete
Bacteria,2706794613,Genome Analysis (Isolate),merA only,1,,2707661314,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke479,Complete
Bacteria,2724679317,Genome Analysis (Isolate),merA only,1,,2726382046,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke480,Complete
Bacteria,2706794612,Genome Analysis (Isolate),merA only,1,,2707656324,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke481,Complete
Bacteria,2671180833,Genome Analysis (Isolate),merA only,1,,2674381818,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke482,Complete
Bacteria,2671180998,Genome Analysis (Isolate),merA only,1,,2675062150,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Ke492,Complete
Bacteria,2747842799,Genome Analysis (Isolate),merA only,1,,2749324990,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST141,Complete
Bacteria,2747842564,Genome Analysis (Isolate),merA only,1,,2748194574,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST142,Complete
Bacteria,2747843001,Genome Analysis (Isolate),merA only,1,,2750290339,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST144,Complete
Bacteria,2751185374,Genome Analysis (Isolate),merA only,1,,2752036993,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST151,Complete
Bacteria,2751185365,Genome Analysis (Isolate),merA only,1,,2751993802,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST152,Complete
Bacteria,2744055094,Genome Analysis (Isolate),merA only,1,,2746900755,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST156,Complete
Bacteria,2747842805,Genome Analysis (Isolate),merA only,1,,2749353881,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST182,Complete
Bacteria,2747842960,Genome Analysis (Isolate),merA only,1,,2750093278,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST193,Complete
Bacteria,2747842809,Genome Analysis (Isolate),merA only,1,,2749373054,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST199,Complete
Bacteria,2744055243,Genome Analysis (Isolate),merA only,1,,2747613764,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST207,Complete
Bacteria,2744055251,Genome Analysis (Isolate),merA only,1,,2747651915,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST209,Complete
Bacteria,2747842863,Genome Analysis (Isolate),merA only,1,,2749631510,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST220,Complete
Bacteria,2747842964,Genome Analysis (Isolate),merA only,1,,2750112978,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST230,Complete
Bacteria,2747842967,Genome Analysis (Isolate),merA only,1,,2750127723,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST233,Complete
Bacteria,2744055203,Genome Analysis (Isolate),merA only,1,,2747422598,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST251,Complete
Bacteria,2747842559,Genome Analysis (Isolate),merA only,1,,2748170760,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST259,Complete
Bacteria,2747842971,Genome Analysis (Isolate),merA only,1,,2750146850,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST262,Complete
Bacteria,2747842976,Genome Analysis (Isolate),merA only,1,,2750171012,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST263,Complete
Bacteria,2747842830,Genome Analysis (Isolate),merA only,1,,2749473434,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST270,Complete
Bacteria,2747842974,Genome Analysis (Isolate),merA only,1,,2750161373,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST271,Complete
Bacteria,2747842972,Genome Analysis (Isolate),merA only,1,,2750151628,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST272,Complete
Bacteria,2747842978,Genome Analysis (Isolate),merA only,1,,2750180543,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST324,Complete
Bacteria,2747842827,Genome Analysis (Isolate),merA only,1,,2749459129,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST326,Complete
Bacteria,2747842916,Genome Analysis (Isolate),merA only,1,,2749884202,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST327,Complete
Bacteria,2747842832,Genome Analysis (Isolate),merA only,1,,2749483006,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST335,Complete
Bacteria,2747842880,Genome Analysis (Isolate),merA only,1,,2749712497,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST336,Complete
Bacteria,2747842919,Genome Analysis (Isolate),merA only,1,,2749898565,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST340,Complete
Bacteria,2744055199,Genome Analysis (Isolate),merA only,1,,2747403575,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST341,Complete
Bacteria,2747842926,Genome Analysis (Isolate),merA only,1,,2749931434,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST342,Complete
Bacteria,2747842982,Genome Analysis (Isolate),merA only,1,,2750199349,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST347,Complete
Bacteria,2747842986,Genome Analysis (Isolate),merA only,1,,2750218410,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST370,Complete
Bacteria,2747842886,Genome Analysis (Isolate),merA only,1,,2749741152,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST383,Complete
Bacteria,2747842843,Genome Analysis (Isolate),merA only,1,,2749535721,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST386,Complete
Bacteria,2747842889,Genome Analysis (Isolate),merA only,1,,2749755602,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST388,Complete
Bacteria,2747842997,Genome Analysis (Isolate),merA only,1,,2750271112,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST394,Complete
Bacteria,2747842890,Genome Analysis (Isolate),merA only,1,,2749760383,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST402,Complete
Bacteria,2747843056,Genome Analysis (Isolate),merA only,1,,2750552034,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi MDUST67,Complete
Bacteria,2744055207,Genome Analysis (Isolate),merA only,1,,2747441768,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi Q0904130,Complete
Bacteria,2706794615,Genome Analysis (Isolate),merA only,1,,2707670874,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi SP47,Complete
Bacteria,2751185346,Genome Analysis (Isolate),merA only,1,,2751902545,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty1-48,Complete
Bacteria,2751185300,Genome Analysis (Isolate),merA only,1,,2751673417,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-100,Complete
Bacteria,2751185304,Genome Analysis (Isolate),merA only,1,,2751693498,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-101,Complete
Bacteria,2751185309,Genome Analysis (Isolate),merA only,1,,2751718378,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-103,Complete
Bacteria,2751185310,Genome Analysis (Isolate),merA only,1,,2751723357,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-104,Complete
Bacteria,2751185337,Genome Analysis (Isolate),merA only,1,,2751857876,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-105,Complete
Bacteria,2751185334,Genome Analysis (Isolate),merA only,1,,2751842928,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-106,Complete
Bacteria,2751185338,Genome Analysis (Isolate),merA only,1,,2751862882,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-113,Complete
Bacteria,2751185302,Genome Analysis (Isolate),merA only,1,,2751683538,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-114,Complete
Bacteria,2751185340,Genome Analysis (Isolate),merA only,1,,2751872854,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-116,Complete
Bacteria,2751185341,Genome Analysis (Isolate),merA only,1,,2751877840,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-119,Complete
Bacteria,2751185276,Genome Analysis (Isolate),merA only,1,,2751555227,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-120,Complete
Bacteria,2751185344,Genome Analysis (Isolate),merA only,1,,2751892547,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-121,Complete
Bacteria,2751185297,Genome Analysis (Isolate),merA only,1,,2751658445,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-123,Complete
Bacteria,2751185347,Genome Analysis (Isolate),merA only,1,,2751907513,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-124,Complete
Bacteria,2751185301,Genome Analysis (Isolate),merA only,1,,2751678542,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-131,Complete
Bacteria,2751185306,Genome Analysis (Isolate),merA only,1,,2751703379,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-132,Complete
Bacteria,2751185342,Genome Analysis (Isolate),merA only,1,,2751882825,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-133,Complete
Bacteria,2751185311,Genome Analysis (Isolate),merA only,1,,2751728459,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-134,Complete
Bacteria,2751185296,Genome Analysis (Isolate),merA only,1,,2751653461,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-139,Complete
Bacteria,2751185336,Genome Analysis (Isolate),merA only,1,,2751852891,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-141,Complete
Bacteria,2751185335,Genome Analysis (Isolate),merA only,1,,2751847906,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-143,Complete
Bacteria,2751185298,Genome Analysis (Isolate),merA only,1,,2751663446,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-144,Complete
Bacteria,2751185299,Genome Analysis (Isolate),merA only,1,,2751668357,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-146,Complete
Bacteria,2751185308,Genome Analysis (Isolate),merA only,1,,2751713356,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-153,Complete
Bacteria,2751185339,Genome Analysis (Isolate),merA only,1,,2751867868,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-154,Complete
Bacteria,2751185313,Genome Analysis (Isolate),merA only,1,,2751738160,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-155,Complete
Bacteria,2751185288,Genome Analysis (Isolate),merA only,1,,2751613530,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-160,Complete
Bacteria,2751185294,Genome Analysis (Isolate),merA only,1,,2751643479,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-17,Complete
Bacteria,2751185290,Genome Analysis (Isolate),merA only,1,,2751623504,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-170,Complete
Bacteria,2751185321,Genome Analysis (Isolate),merA only,1,,2751778427,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-173,Complete
Bacteria,2751185303,Genome Analysis (Isolate),merA only,1,,2751688514,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-71,Complete
Bacteria,2751185293,Genome Analysis (Isolate),merA only,1,,2751638348,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-76,Complete
Bacteria,2751185295,Genome Analysis (Isolate),merA only,1,,2751648462,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty2-90,Complete
Bacteria,2751185324,Genome Analysis (Isolate),merA only,1,,2751793754,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-191,Complete
Bacteria,2751185285,Genome Analysis (Isolate),merA only,1,,2751598748,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-193 GCA_001240865.1,Complete
Bacteria,2751185327,Genome Analysis (Isolate),merA only,1,,2751809063,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-194,Complete
Bacteria,2751185331,Genome Analysis (Isolate),merA only,1,,2751828371,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-196,Complete
Bacteria,2751185314,Genome Analysis (Isolate),merA only,1,,2751743172,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-201,Complete
Bacteria,2751185317,Genome Analysis (Isolate),merA only,1,,2751758466,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-202,Complete
Bacteria,2751185318,Genome Analysis (Isolate),merA only,1,,2751763599,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-205,Complete
Bacteria,2751185320,Genome Analysis (Isolate),merA only,1,,2751773440,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-206,Complete
Bacteria,2751185322,Genome Analysis (Isolate),merA only,1,,2751783534,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-207,Complete
Bacteria,2751185326,Genome Analysis (Isolate),merA only,1,,2751803964,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-211,Complete
Bacteria,2751185292,Genome Analysis (Isolate),merA only,1,,2751633355,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-215,Complete
Bacteria,2751185315,Genome Analysis (Isolate),merA only,1,,2751748241,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-224,Complete
Bacteria,2751185316,Genome Analysis (Isolate),merA only,1,,2751753353,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-226,Complete
Bacteria,2751185289,Genome Analysis (Isolate),merA only,1,,2751618514,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-253,Complete
Bacteria,2751185323,Genome Analysis (Isolate),merA only,1,,2751788647,,,,,,,,0,0,,,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica enterica sv. Typhi ty3-254,Complete
