Genome Name / Sample Name,IMG Genome ID,Metabolism,Oxygen Requirement,Genome Size  * assembled
Clostridioides difficile E13,2558309141,,,4146240
Paraburkholderia fungorum SEMIA 4007,2842324504,,,9364110
Pseudomonas sp. ABFPK,2728369127,,,6213780
Clostridioides difficile DA00273,2541047354,,Anaerobe,4101468
Pseudoalteromonas sp. BSi20311,2540341041,,,3979836
Staphylococcus aureus ST228/15532,2526164700,,,2792067
Bacillus cereus B4155,2744054445,,,5581892
Pseudomonas psychrotolerans LMG 21977,2663763601,,,5731800
Clostridium botulinum Hall 8857Ab,2713897203,,,3970504
Thioalkalivibrio sp. ALMg11,2518285534,,,3037788
Mycobacteroides abscessus abscessus 427,2802428874,,,5143087
Mycobacteroides abscessus abscessus 1097,2795385756,,,5212072
Staphylococcus aureus M996,2684622798,,,2933432
Mycobacteroides abscessus abscessus 455,2799113248,,,5177267
Staphylococcus aureus C329,2630968430,,,2872951
Paeniclostridium sordellii SSCC18838,2690316315,,,3441464
Amycolatopsis sp. BJA-103,2808606522,,,9488490
Burkholderia contaminans LMG 23361,2681812996,,,9263236
Burkholderia vietnamiensis HI3908,2814123437,,,6262040
Clostridioides difficile DA00238,2541047345,,Anaerobe,4169402
Staphylococcus aureus DAR5859,2603879811,,,2886652
Pseudomonas rhodesiae LMG 17764,2639763190,,,6417699
Paraburkholderia insulsa LMG 28183,2708743155,,,9620907
Clostridium botulinum SU1934,2724679568,,,3985624
Clostridioides difficile DA00211,2541047340,,Anaerobe,4078288
Mycobacteroides abscessus abscessus 370,2802429069,,,5217659
Staphylococcus aureus DAR5796,2602041767,,,2892371
Mycobacteroides abscessus abscessus 477,2795385889,,,5309599
Enterobacter hormaechei MNCRE83,2660238562,,,4875581
Staphylococcus aureus DAR5825,2576861117,,,2833062
Sphingobium yanoikuyae ATCC 51230,2537561796,,,5500358
Acinetobacter baumannii NBRC 110492,2660238300,,,4057683
Paeniclostridium sordellii UMC164,2667527583,,,3418206
Clostridioides difficile ATCC 9689,2515154168,,Anaerobe,4209373
Staphylococcus aureus aureus MR1,647000322,,Facultative,2808969
Oceanicaulis sp. SP73,2788500408,,,3401106
Sphingomonas sp. Ant H11,2645727960,,,4641925
Mycobacteroides abscessus abscessus 365,2795386044,,,4960954
Comamonas thiooxydans DF1,2636415745,,,5583218
Thioalkalivibrio sp. ALJ16,2517572114,,,2755057
Clostridioides difficile F253,2541047361,,Anaerobe,4062306
Paeniclostridium sordellii VPI 9048,2541048007,,,3571992
Mycobacteroides abscessus abscessus 1098,2795385772,,,5168557
Staphylococcus aureus DAR5789,2571042028,,,2846745
Clostridioides difficile CII7xCD13A,2713896928,,,4268278
Escherichia coli O111:H8 CVM9634,2519899560,,,5767717
Staphylococcus aureus PPUKM-261-2009,2551306402,,,2956301
Clostridioides difficile P78,2541047412,,Anaerobe,4125143
Citrobacter freundii ERS2650695,2850998136,,,5194234
Mumia flava MUSC 201,2636416112,,,16377168
Staphylococcus aureus MAL1,2734482436,,,3009628
Caballeronia udeis ES_AL-A7,2754412711,,,10983386
Mycobacteroides abscessus abscessus 381,2802429190,,,4961693
Enterobacter bugandensis EB-247,2791355295,,,4966876
Staphylococcus aureus DAR5833,2568526223,,,2878902
Clostridium botulinum SU0807,2724679575,,,4083070
Staphylococcus haemolyticus 1HT3,2648501332,,,2384411
Clostridium botulinum SU1054,2724679570,,,4278120
Mycolicibacterium neworleansense ATCC 49404,2690315792,,,6284559
Alteromonas sp. MB-3u-76,2775506997,,,4360928
Paeniclostridium sordellii R32921,2740892240,,,3441085
Staphylococcus haemolyticus 51-32,2693429540,,,2466976
Streptomyces sp. NRRL S-87,2765236000,,,8114106
Mycobacteroides abscessus abscessus 251,2799113037,,,5250991
Enterobacter hormaechei MNCRE29,2663763391,,,4910450
Escherichia coli UMNK88,2561511241,,Facultative,5666764
Pusillimonas sp. EAC49,2778261061,,,3923695
Clostridium sporogenes 87-0535,2681813212,,,4003079
Escherichia coli CVM N38795PS,2734482777,,,5419914
"Pseudomonas aeruginosa Gessard, ATCC 262",2510461033,,,6907913
Streptomyces sp. NRRL B-2790,2775507099,,,9540551
Clostridioides difficile CD10-165,2645728085,,,4272418
Oerskovia sp. Root918,2643221721,,,4486924
Clostridioides difficile P5,2541047386,,Anaerobe,4054431
Chromobacterium sp. F49,2744054558,,,4684661
Mycobacterium sp. QGD 101,2862807302,,,5575795
Cycloclasticus sp. from gill tissue of Bathymodiolus heckerae (specimen E),2651869572,,,2208857
Halomonas zincidurans B6,2585427838,,,3554760
Kibdelosporangium sp. MJ126-NF4,2645727686,,,11752342
Staphylococcus aureus DAR5898,2571042252,,,2936638
Staphylococcus aureus DAR5827,2571042162,,,2846865
Clostridioides difficile P45,2541047406,,Anaerobe,4102847
Mycobacteroides abscessus abscessus 180,2799113239,,,5302852
Klebsiella pneumoniae 2-1,2870230914,,,5565084
Clostridioides difficile CD42,2541047267,,Anaerobe,4034550
Bacillus cereus B4079,2713897250,,,5708591
Thiobacillus sp. Bin4_E1B,2627853545,,,3303696
Mycobacteroides abscessus abscessus 215,2799113243,,,5098570
Klebsiella pneumoniae Kp_Goe_149473,2718218007,,,5916317
Sphingobium abikonense NBRC 16140,2731957697,,,3745917
Staphylococcus aureus F22893,2574180280,,,2825737
Clostridioides difficile DA00313,2541047356,,Anaerobe,4089058
Staphylococcus aureus C1675,2639762968,,,2877540
Clostridium botulinum SU1937,2724679563,,,4270325
Marinobacter sp. IN6,2823093794,,,5207492
Clostridium botulinum SU0994,2681813435,,,4291338
Staphylococcus aureus DAR5795,2603879592,,,2887223
Clostridioides difficile T11,2558309133,,,4185626
Enterobacter hormaechei MNCRE56,2663762955,,,4886064
Pseudomonas monteilii CD10_2,2744054662,,,6377047
Clostridium ihumii AP5,2600255061,,,4433668
Mycetocola miduiensis CGMCC 1.11101,2667527394,,,3303539
Mycobacterium sp. D16Q14,2862884324,,,5165709
Clostridioides difficile M68,2558860171,,Obligate anaerobe,4308325
Sinosporangium album CPCC 201354,2675903142,,,7057140
Thioalkalivibrio sp. AKL10,2521172542,,,2986682
Clostridioides difficile ATCC 43255,2512047057,,Anaerobe,4204780
Clostridioides difficile DA00128,2541047319,,Anaerobe,4222750
Mycobacteroides abscessus abscessus 349,2802429183,,,5046282
Pseudomonas aeruginosa VRFPA08,2579778897,,,7035331
Clostridium botulinum Walls 8G,2663763402,,,3991226
Brachyspira pilosicoli P43/6/78,2521172718,,Anaerobe,2555556
Listeria innocua 12KSM,2627853623,,,2910558
Clostridioides difficile 6534,2547132209,,Obligate anaerobe,4343887
Enterobacter hormaechei MNCRE81,2700989529,,,4879854
Clostridioides difficile P2,2541047494,,,4201397
Sphingobium xenophagum QYY,2551306082,,,4221110
Clostridium botulinum KF Meyer 33,2713897207,,,3895598
Mycobacteroides abscessus abscessus 1163,2795385608,,,5291134
Pseudomonas sp. Ag1,2519899622,,Facultative,7252358
Clostridium botulinum McClung 844,2675903681,,,3855235
Staphylococcus aureus aureus IS-125,2537561706,,Facultative,3001082
Clostridioides difficile DA00174,2541047332,,Anaerobe,4073884
Prauserella muralis DSM 45305,2865233180,,,7467757
Staphylococcus carnosus LTH 3730,2811994994,,,2645106
Staphylococcus aureus DAR5809,2603879819,,,2890458
Mycobacteroides abscessus FLAC013,2687453402,,,5074222
Acidithiobacillus caldus SM-1,650716003,Sulfur oxidizer,,3237599
Acidithiobacillus thiooxidans A01,2571042229,,,3820158
Nitrospirae bacterium CG_4_8_14_3_um_filter_50_41,2786546405,,,2415391
Staphylococcus aureus LAMC0011,2593338864,,,3020829
Mycolicibacterium chubuense NBB4,2506783014,PAH-degrading,Aerobe,6342624
Gordonia sp. V-85,2615840623,,,5439079
Clostridioides difficile 70-100-2010,2537561695,,,4006591
Staphylococcus aureus DAR5868,2602041763,,,2979513
Mycobacteroides abscessus abscessus 24,2795385680,,,5346350
Amycolatopsis australiensis DSM 44671,2642422517,,,9312140
Mycobacteroides abscessus abscessus 388,2799113109,,,5194062
Sphingobium scionense DSM 19371,2830069742,,,5959969
Mycobacteroides abscessus M93,2516143102,,,5078984
Clostridioides difficile CD41,2541047268,,Anaerobe,4029919
Clostridioides difficile Y41,2541047369,,Anaerobe,4079863
Desulfuromonas sp. DDH964,2684623108,,,3924652
Clostridium sporogenes 85-3852,2695420832,,,3973162
Staphylococcus aureus aureus MRSA_S13,2675903651,,,2851107
Staphylococcus aureus DAR3144,2602041742,,,2974386
Staphylococcus epidermidis 1057,2740892376,,,2488003
Staphylococcus carnosus 336,2713896819,,,2669897
Clostridioides difficile 655,2541047307,,Anaerobe,4087402
Clostridioides difficile DA00149,2541047327,,Anaerobe,3722131
Staphylococcus aureus aureus MRSA_P6,2617271141,,,2815153
Pseudomonas fluorescens AU2989,2630968351,,,6207684
Staphylococcus aureus C1667,2636415860,,,2856972
Staphylococcus aureus UCIM6042,2571042550,,,3018011
Rhodococcus sp. 852002-51564_SCH6189132-a,2808606533,,,4855079
Clostridium botulinum Prevot1662,2700989517,,,4158510
Clostridioides difficile CD109,2541047282,,Anaerobe,4115683
Clostridioides difficile LIBA-5734,2698536614,,,4508418
Clostridioides difficile CD51,2541047274,,Anaerobe,4017618
Escherichia coli MNCRE22,2660238024,,,4917397
Geothermobacter hydrogeniphilus HR-1,2832151896,,,3842851
Johnsonella ignava ATCC 51276,2513237274,,Anaerobe,2672404
Gordonia sp. CNJ863 1kb,2675903204,,,5398721
Cohnella phaseoli CECT 7287,2770939587,,,9401845
Clostridioides difficile P21,2541047393,,Anaerobe,4096023
Paraburkholderia fungorum NBRC 102489,2579778615,,,8696214
Salmonella enterica enterica sv. Agona 0322,2579778559,,,4853064
Staphylococcus aureus H24,2734482418,,,2915078
Burkholderia sp. MSMB1498,2754412369,,,7192208
Staphylococcus simulans SNUC 1354,2816332483,,,2618474
Enterobacter hormaechei CAV1411,2721755520,,,5005065
Desulfopila aestuarii DSM 18488,2582581262,Sulfate reducer,Anaerobe,6065581
Escherichia coli CVM N33707PS,2737471839,,,5457754
Mycobacteroides abscessus massiliense 637,2802429148,,,5159359
unclassified Bacteria Bin 61-1,2651870046,,,4536758
Paeniclostridium sordellii JGS6382,2654587998,,,3562865
Mycobacteroides abscessus PAP170,2695420381,,,5463586
Clostridioides difficile DSM 1296,2703719004,,,4286205
Mycobacteroides abscessus M94,2516143052,,,5095496
Mycolicibacterium tusciae JS617,2508501052,PAH-degrading,Aerobe,7306413
Mariprofundus micogutta ET2,2724679736,,,2496455
Corynebacterium sphenisci DSM 44792 Genome Sequencing,2623620534,,,2594799
Escherichia coli CVM N33633PS,2737471843,,,5184863
Clostridioides difficile 5.3,2571042032,,,4009318
Acidihalobacter prosperus F5,2721755456,,,3566941
Mycolicibacterium brisbanense JCM 15654,2724679284,,,7382280
Paeniclostridium sordellii R32462,2698536364,,,3438204
Arthrobacter sp. 4R501,2865992817,,,4680270
Clostridioides difficile Y343,2541047380,,Anaerobe,4043047
Staphylococcus aureus aureus MRSA_P3,2617271138,,,2817232
Clostridioides difficile P3,2541047385,,Anaerobe,4000071
Clostridioides difficile P75,2541047420,,Anaerobe,4056099
Methylobacterium sp. EUR3 AL-11,2546826724,,,7209506
Clostridioides difficile CD149,2541047291,,Anaerobe,4339263
Clostridioides difficile P30,2541047400,,Anaerobe,4181432
Clostridioides difficile P42,2541047405,,Anaerobe,4191426
Clostridioides difficile DA00154,2541047328,,Anaerobe,4132546
Pseudomonas sp. GP01-A6,2791355564,,,7355968
Enterococcus faecalis TX0645,2531839257,,,3173956
Paraburkholderia fungorum SEMIA 4013,2842348783,,,9002918
Clostridioides difficile DA00256,2541047355,,Anaerobe,3842729
Staphylococcus condimenti StO 2014-01,2718217992,,,2700886
Mycobacterium conceptionense ACS4694,2808606773,,,6447985
Pseudomonas sp. GP01-A1,2791355633,,,7352719
Acinetobacter idrijaensis MII,2767802239,,,3645934
Staphylococcus aureus DAR5792,2602041848,,,2844059
Clostridioides difficile DA00246,2541047350,,Anaerobe,4098748
Clostridium botulinum SU1259,2681813436,,,4094438
Clostridioides difficile CD196,2541047488,,Obligate anaerobe,3606421
Mycobacteroides abscessus abscessus 98,2795385746,,,5417522
Microterricola viridarii DSM 21772,2634166341,,,3837721
Pseudonocardia dioxanivorans CB1190,651053061,"Grows on ethers, Nitrogen fixation",Aerobe,7440794
Mycobacteroides abscessus abscessus 420,2795385849,,,5274760
Paeniclostridium sordellii ATCC 9714,2563367177,,,3552922
Mycobacteroides abscessus abscessus 908,2802429131,,,5387441
Clostridioides difficile DA00244,2541047344,,Anaerobe,4073824
Clostridioides difficile 050-P50-2011,2534681961,,,4225929
Thioalkalivibrio sp. AKL3,2518285530,,,2820283
Mycobacteroides abscessus PAP082,2660238031,,,5387867
Klebsiella pneumoniae Kp_Goe_822579,2728369383,,,5920942
Clostridium botulinum sv. B Osaka05,2619619256,,,3982120
Mycobacteroides abscessus abscessus 435,2802428970,,,5047690
Pluralibacter gergoviae DS82E24,2842970183,,,5290172
Alteromonas mediterranea DE,642555105,,Aerobe,4412282
Bacillus cereus B4120,2744054444,,,5657807
Staphylococcus aureus DAR5799,2603879928,,,2891540
Clostridioides difficile IT1118,2713896986,,,4183238
Gordonia terrae NRRL B-16283,2846673470,,,5708950
Maricaulis sp. CPC25,2788500277,,,3437953
Clostridium botulinum VPI 7124,2675903247,,,3861880
Pseudomonas sp. MPR-R5B,2791355551,,,7157042
Thioalkalivibrio sp. ALMg9,2521172675,,,2925715
Paeniclostridium sordellii W2967,2695420392,,,3393020
Propionigenium maris DSM 9537,2574179702,,Anaerobe,4109009
Mycobacteroides abscessus abscessus 1137,2795385585,,,5488632
Staphylococcus aureus aureus 65-1322,647533213,,Facultative,2809741
Mycobacteroides abscessus abscessus 723,2795386040,,,5198625
Mycobacteroides abscessus abscessus 128,2799113022,,,5037510
Sphingopyxis sp. LC81,2630968880,,,4397290
Staphylococcus aureus aureus IS-189,2531839089,,Facultative,3105778
Staphylococcus aureus DAR3152,2603879681,,,2972369
Enterobacter hormaechei MNCRE18,2663763164,,,4945735
Staphylococcus aureus DAR5881,2602041843,,,3013123
Streptomyces regalis NRRL 3151,2767802101,,,10903252
Clostridioides difficile DA00132,2541047323,,Facultative,4076994
Clostridium botulinum SU0998,2724679574,,,4129464
Clostridioides difficile CD201,2541047303,,Anaerobe,4035938
Moraxella osloensis MOXF1,2841268274,,,3231476
Clostridioides difficile RU-17,2681813163,,,3942669
Congregibacter litoralis KT71,2597489864,,Microaerophilic,4351117
Gordonia westfalica DSM 44215,2636416072,,,6405003
Mycobacteroides abscessus abscessus 338,2802429027,,,5045928
Mycobacterium kyorinense KUM 060204,2630968205,,,5302612
Clostridioides difficile DA00232,2541047346,,Anaerobe,4000029
Paeniclostridium sordellii W2922,2695420803,,,3548274
Sulfurirhabdus autotrophica DSM 100309,2788499826,,Aerobe,3861719
Mycobacteroides abscessus abscessus 127,2795385785,,,5035205
Enterococcus faecalis CH116,2558860744,,,3183563
"Acinetobacter bereziniae Brisou 64, LMG 1003",2565956640,,,4947312
Promicromonospora umidemergens DSM 22081,2596583659,,,6600894
Mycobacteroides abscessus abscessus 1029,2795385938,,,5303536
Mycobacterium kyorinense HF1629,2713896884,,,5347244
Staphylococcus aureus DAR5844,2571042084,,,3000400
Clostridioides difficile P20,2541047397,,Anaerobe,4182139
Paeniclostridium sordellii R32668,2657244956,,,3567640
Mycobacteroides abscessus abscessus 223,2799113081,,,4982558
Staphylococcus simulans SNUC 3210,2816332487,,,2607073
Betaproteobacteria bacterium B_8,2824026448,,,3858696
Thermosporothrix hazakensis ATCC BAA-1881,2588253519,,Aerobe,7282662
Clostridium sp. JCM 10522,2728369724,,,3874145
Sphingomonas trueperi DSM 7225,2829783330,,Aerobe,4619810
Chromobacterium violaceum Cv017,2728368973,,,4761991
Microbacterium sp. EAC103,2791355191,,,3030934
Methanoperedens ANME-2d (ANME_V10),2515154041,,,3198961
Burkholderia sp. AU27893,2791355341,,,8577959
Rhodococcus ruber YYL,2856983180,,,5919443
Clostridium botulinum SU1306,2713897211,,,4260436
Staphylococcus aureus DAR5847,2568526102,,,2802591
Clostridium botulinum CDC42961,2698536452,,,3818434
Clostridium botulinum SU0801,2681813434,,,4186818
Dehalobacterium formicoaceticum DMC,2811995020,,,3766545
Ralstonia mannitolilytica SN82F48,2630968946,,,5072301
Staphylococcus simulans SNUC 1463,2816332457,,,2551619
Clostridioides difficile F548,2541047511,,,4263192
Staphylococcus aureus NMR05,2744054836,,,3026378
Staphylococcus aureus DAR3143,2603879903,,,2935621
Paraburkholderia fungorum SEMIA 4056,2842454564,,,8730687
Staphylococcus aureus aureus MRSA_S17,2657245611,,,2906400
Shewanella algae KC-Na-R1,2849008052,,,5203444
Clostridium botulinum ATCC 17843,2671181163,,,3903895
Staphylococcus epidermidis VCU050,2576861341,,Facultative,2400915
Staphylococcus aureus DAR5884,2603879803,,,2963342
Staphylococcus aureus HUV01,2630968923,,,2853235
Prauserella muralis DSM 45305,2818991319,,,7478408
Kitasatospora sp. Root187,2643221601,,,7493239
Thermomonospora umbrina DSM 43927,2778260945,,,7396071
Paeniclostridium sordellii R15892,2660238185,,,3435576
Amycolatopsis saalfeldensis DSM 44993,2634166333,,,9861953
Bacillus cereus PE5-132,2698536602,,,3631031
Staphylococcus aureus aureus C101,647533217,,Facultative,2806194
Mycolicibacterium wolinskyi CDC_01,2740892518,,,7440556
Pseudomonas syringae pv. actinidiae PA459,2548876749,,Aerobe,6415594
Clostridioides difficile P32,2541047398,,Anaerobe,4027255
Mycobacteroides abscessus PAP041,2663763375,,,5464729
Clostridioides difficile CD175,2541047299,,Anaerobe,3992161
Staphylococcus aureus DAR5894,2602041774,,,2970021
Mycobacteroides abscessus abscessus 720,2802429085,,,5264526
Staphylococcus aureus DAR5808,2576861271,,,2885090
Merdimonas faecis BR31,2788500237,,,3310816
Clostridioides difficile P73,2541047495,,,4056927
Salmonella enterica enterica sv. Bardo CRJJGF_00099,2740892416,,,4851768
Mycobacterium syngnathidarum 24999,2862867363,,,6434367
Clostridium sporogenes PA3679,2551306709,,Anaerobe,4180273
Clostridioides difficile P1,2541047490,,,4109993
Enterobacter hormaechei MNCRE57,2671180447,,,4844931
Escherichia coli TTU2014-121AME,2660238128,,,5040781
Klebsiella pneumoniae Kp_Goe_827026,2721755830,,,5913496
Mycolicibacterium novocastrense JCM 18114,2724679286,,,6216119
Aeromonas caviae R25-6,2852464720,,,4702913
Clostridioides difficile CD26A54_S,2728369594,,,4166728
Mycobacteroides abscessus abscessus 143,2802429055,,,5367885
"Corynebacterium falsenii BL 8171, DSM 44353",2571042744,,Anaerobe,2719616
"Amycolatopsis mediterranei S699, ATCC 13685",2511231181,,,10236779
Clostridioides difficile CD105KSE4,2740892352,,,4397266
Staphylococcus simulans SNUC 67,2816332458,,,2596737
Pusillimonas maritima L52-1-41,2837349240,,,3414730
Staphylococcus epidermidis VCU013,2582580756,,Facultative,2607290
Mycobacteroides abscessus abscessus 878,2795385910,,,5514222
Pseudomonas aeruginosa PASGNDM699,2870331525,,,6985102
Brevibacterium casei OG2,2834560794,,,3885661
Staphylococcus aureus UCIM6015,2593338941,,,2992845
Staphylococcus epidermidis MTCC 3382,2744055001,,,2377555
Mycobacteroides abscessus abscessus 25,2795385654,,,5067912
Amycolatopsis keratiniphila keratiniphila DSM 44409,2772190668,,,9088618
Staphylococcus aureus M592,2734482442,,,3032690
Enterobacter hormaechei MNCRE8,2671180661,,,4957252
Eubacteriales bacterium Cp16,2757320484,,,2869285
Leisingera aquimarina DSM 24565,2521172617,,Aerobe,5344253
Mycobacterium conceptionense ACS2998,2808606733,,,6380100
Tindallia magadiensis Z-7934,2651870112,,,3083807
Streptomyces sp. XY593,2767802033,,,8302541
Gordonia sp. 1D,2775506969,,,5151623
Staphylococcus simulans SNUC 4566,2816332488,,,2658663
Bradyrhizobium sp. UASWS1016,2775507030,,,8048236
Paeniclostridium sordellii JGS444,2698536409,,,3524303
Enterobacter roggenkampii 42192,2751185916,,,5074524
Clostridioides difficile CD86,2541047276,,Anaerobe,4352914
Staphylococcus haemolyticus 95671,2698536429,,,2470332
Streptomyces oceani SCSIO 02100,2791355435,,,6282317
Staphylococcus simulans MJR7712,2816332328,,,2717168
Clostridioides difficile P68,2558860640,,Anaerobe,4056190
Mycobacteroides abscessus abscessus 406,2795385873,,,5048235
